text	label
대용량에 싸게 사서 좋아요	pos
별로 효과가 없네요 과대 홍보인 듯 돈 아깝네요	neg
정말 좋네요 속이 건조하지 않고 촉촉한 게	pos
수분부족지성 잘못쓰면 좁쌀올라오는데그런건없어요	pos
이걸반품하자니 반품비가 더들겠고정말 화나네요절대 구매 추천안함	neg
용량이크네요	pos
몸에 잘 안 붙어요. 실패했네요. 다시 써볼게요.	neg
안 좋아요	neg
주문했는데 1-2주 걸려서 하도 안 오길래 제가 장바구니만 담아두고 결제를 안 한 줄 알았어요 저도 회사 다니는 와중에 주문했기 때문에 정신없었거든요 근데 판매자가 배송을 안 했다고 인터파크에서 연락이 오더라고요 거의 한 달 지나서야 제품 받았어요 ;;; 주문하지 마세요 그냥 저도 피부과에서 담부터 사렵니다	neg
후기 좋아서 구매해봤는데 일단 향이 너무 좋아요 ㅎㅎ 많이 발라도 유분보다는 수분이 많아서 촉촉해요!	pos
에휴오자마자 지지직거리기까지 합니다	neg
네 개째 구매합니다. 좋아요. 새로 리뉴얼되고 있다고 하는데 일단 이것도 좋습니다. 안마기능 좋아요	pos
부모님 생신 선물로 구매했어요! 적당히 아프고 시원해서 좋네요 ㅎㅎ	pos
좋아요! 좋다는 소리 많이 들어서 이번에 한번 처음 구입해봤어요 ㅋㅋ 바로 써봤는데 순하고 좋은 거 같아요! 피부 결도 부들부들 해지고 잘 맞는 거 같아요! 처음이라 작은 거로 싰는데 다음엔 대용량으로 구매하려고요 ~.~!	pos
저렴한 가격에 양도 많고 앰풀도 사은품 주셔서 너무 좋네요~잘 쓰겠습니다~	pos
쓰레기입니다.	neg
sns에서 핫하길래 한번 믿고 사서 쓰는데  성분 때문인지 제품 자체가 굉장히 순하고 저처럼 피부가 민감하신분들이 쓰기 굉장히 좋을거같습니다.	pos
좋습니다. 늘 쓰는 제품입니다.	pos
생각보다 크고 무거운데 기능은 오집니다	pos
충전이 다 된 상태인데 팬이 돌아가지않아요 충전기랑 연결한 상태에서 전원 버튼을 누름 팬이 돌아가요 충전시간도 굉장히 오래 걸리구요 휴대용 선풍기 치고 가격이 저렴한것도 아닌데....거기다 여기 제품을 사용하고 있어 믿고 구매를 한 건데 당혹스러움이......휴대용 선풍긴데 휴대 할 수기 없어요ㅜㅜ	neg
광고만 다음날도착이지 무슨 아직도 출발을 안한것같아요 아무리 창원지역 택배 파업이라지만 다른 cj택배물건은 차질없이 잘만오는구만...  광고만 너무 허세로합니다	neg
그립감도 굳!!스크롤할때 소리는 나는데 뭐 귀기울여야 나는정도?	pos
피부 자극이 없고, 세수하고 쓰니까 개운합니다.	pos
시원하고 트러블에 좋아요	pos
 다른 브랜드 구매까지 했다가 내부 마감 사진 보고 바로 취소하고 LG로 구매했습니다. 주용도는 오피스 문서작업, 동영상(실시간 스트리밍 포함), 프로그래밍 코딩 정도입니다. 12시 이전 주문해서 당일 2시경에 수령했습니다. 배송 한번 참 빠르네요. S사 제외 타 브랜드에 비해 가격은 좀 있는 편이지만 그마만큼 마감이나 소재 등을 잘 썼고 자매 모델들이 워낙 가볍고 슬림 하게 만들기 때문에 같을 순 없어도 비슷하게 잘 구성하고 만들어 낸 것 같습니다. 고사양의 게임을 하거나 영상 인코딩 등의 무거운 작업이 아니고선 성능도 나쁘지 않습니다. 휴대도 이만하면 편하고요. IPS 패널이라 선명하고 좋습니다. 다만 노트북의 재질이 무광에 살짝 거친 표면인데 가뜩이나 흰색인데 때가 엄청 잘 뭍을 거 같습니다. 그 부분은 관리 잘 해야 될 거 같고, 함께 받은 키보드 키스킨은 안 하시는 게 더 맘 편할 거입니다. 소음이나 발열도 미비하고 확실히 조금 더 비용 투자할만했네요.        	pos
색상은 은은해서 부담감이 없구요	pos
3000원대로 구매 가능한 마우스를 사은품으로 받으려고 여기서 주문하는 것보다 비슷한 조건에 다른 곳에서 구매하는 게 나으실 듯.. 키스킨도 왼쪽 하단에 키 두 개가 일그러져와서 그냥 다시 사야 하네요. 같은 모델에서 거의 비슷한 조건과 가격으로 엘지에서 직접 신청해서 받을 수 있는 곳에서 구매하길 권유 드립니다. 여기 사은품인 마우스와 마우스패드와 키스킨 다 해도 만 원이면 살 수 있는 것들이니 신중하게 고려하셔서 구매하세요. 방금 후기 쓰다가 화면도 갑자기 번쩍하더니 꺼졌다 켜지는데 이대로 괜찮을지 모르겠습니다. 고객센터 응대도 정말 별로네요. 여러모로 새 기기 개봉했는데도 기분이 많이 언짢습니다.	neg
자극적인 향도 없고 순한 느낌이어서 추가적으로 더 구매하고싶어요~	pos
성분이 좋와서 믿고 구매해요~~~	pos
큰 종이박스에 작은 노트북이 배달되었습니다. 꼭 돈을 더 지불해야 포장 제대로 오나요? 물건 사이즈에 맞는 포장으로 해주세요. 노트북 박스가 찌그러져 와서 굉장히 속상하고 기분 나빴습니다. 제조일자도  몇 달 전이라서 불만입니다.	neg
선전과 다르게 폰을 세우기가 불안하네요. 그리고 전체적으로 기우뚱거리고 일반적인 폰스탠드에 비해서 아주 안좋아요. 비추!!!	neg
대체 뭐들하는거지,  물건 주문하고 반송햇는데도  판매처 연락두절이라고  환불도 안된다고 하고  대체  언제까지 기다려야하는지 너무 답답하네요  조만간  폭탄 나갑니다.   	neg
항상 쓰는 제품 좋아요.	pos
은행 직원이 쓴다던 마우스 써봤는데 누르는 느낌이 무겁지만 크기도 적당하고 소리도 진짜 안나요.	pos
여기 배송은 연락도 없이 집앞에 달랑 두고 가는거죠? 배송 전 연락 달라는건 그냥 구매 때 작성뿐인건가요? 배송 부분에서 실망이 많습니다	neg
건조한 편인데~  이것 사용하고 많이 촉촉해졌어요~	pos
색상조절도 가능할줄은 몰랏습니다 ㅋㅋ	pos
좋아요 온도가 조금만 더 따뜻하면 좋겠지만 나쁘지는 않아요 적당히 사용할만합니다. 배송도 빨리 오고 좋아요~	pos
어떻게 하면 정품 박스에 뽁뽁이만 둘러서 보내줘요? 상자만 터졌네요	neg
박수부터 안에 튜브까지 다 구겨져서 왔네요.	neg
인생 마우스 찾았습니다.. 가격대도 괜찮고 그립감 클릭 안 뭐하나 빠지는 게 없네요 강추	pos
성분도 착하고 가격도 착해서 주문 했습니다~~!!	pos
90프로이상이 불량이네요ㅋ	neg
좋아요 맑아져요 계속 쓸게요	pos
가품으로 의심돼서 고객센터로 문의 했습니다.	neg
너무 촉촉하고 좋네요	neg
피지오겔 온 가족이 함께 쓰기 좋아요. 다른 비싼 로션보다 훨씬 좋아요~	pos
향이시원하고조아요ㅎ	pos
대용량 짱이에요	pos
포인트 느린줄알았는데 가운데버튼으로 조절이가능한거였네요	pos
사실 티트리토너는처음써보는데 향부터가뭔가 정말 정화될꺼같은느낌이더라구요ㅋㅋ	pos
용량도커서 막쓰기에부담없구 조아용ㅋㅋ	pos
산뜻하고 촉촉하고 좋아요! 로즈 페탈 샀는데 다음엔 라벤더로 구매하려고요.	pos
용량크고 트러블에 좋을듯첨으로 삿어요 ㅎㅎ	pos
선이없어서 더욱 가볍게 느껴집니다	pos
한쪽이 안들려요	neg
히알루론산 토너라는. 성분이 맘에 들었구. 자극없는 성분이 제겐. 잘맞네요.	pos
급하게 필요해서 주문하게 되었는데, 빠르고 꼼꼼하게 포장해서 배송해 주셔서 잘 받았습니다. 성능은 간단한 문서작업이나 영상 촬영하기엔 부족함 없이 빠르고, 외장 그래픽카드가 있어서 간단한 게임은 충분히 잘 돌아가서 만족스럽습니다.	pos
배송도 빠르고 아주아주 좋아요.	pos
믿고 구매했는데...받자마자 뜯어서 전원을 켰으나 램프만 들어어고 FAN 가동이 않됩니다.경고음과 야간램프 기능은 되더군요...혹시나 제대로 충전이 않되서 그런가해서 완전 충전하고 사용하였으나FAN 가동이 되지 않습니다.배송 시 박스 또한 기존 박스에만 배송 딱지 붙이시고 보내주셨더라구요...테이프도 붙여있지않아 물건을 ?갈수도 있겠더라구요...박스*충격흡수제도 없이 보낸거에 대해 비추천입니다.우선 교환 신청할겁니다.(사진,동영상 보유 중입니다.)	neg
왜 리페어 쪽 글씨를 수정테이프로 지워놨나요? 이런 기능이 안 되나요? 재생크림 용도로 샀거든요;;;	neg
흡수도 빠르고 촉촉학 까지 합니다	pos
색상 블랙인데 무난하고 디자인이 예뿌네요.	pos
좋아요 좋아 좋아요 좋아 좋아요 좋아 좋아요 좋아 좋아요 좋아 좋아요 좋아 좋아요 좋아 좋아요 좋아 좋아요 좋아 좋아요 좋아	pos
빠른 배송 만족이 욤 ㅎㅎ	pos
가볍고 미니멀하고 최고	pos
정품이 아니네요ㅜㅜㅜ	neg
생각보다 훨씬 시원하고 최대로 올리면 굉장한 힘으로 주물러주어 아프지만 시원해요^^	pos
초민감성인데 식물추출물이 사용되었는지 바르자마자 트러블이 납니다ㅜ	neg
사용한지 2주도 안됐는데 이어폰 오른쪽이 안들려요...; 당황스럽습니다...	neg
좋은 제품 빠른 배송 감사합니다.	pos
노트북이 필요한 아이를 위해서 구매했어요. 무척이나 마음에 들어 합니다. 잘 받았습니다. 감사합니다.	pos
이게 크림인지 그냥 미백용 선크림인지  모르겠네요ㅋㅋ지금 피부 상태 더 안 좋아졌습니다.	neg
산지 1일도 안되서망가졌어요	neg
너무 실망스러워요~안마도 안되고 온열도 형편없네요~~	neg
추워서 그런가.. 참 얼굴에 발라보지도 못하고 버림... 그래도 대응은 좋네요 반품 신청한 지 2주 넘어서 회수하러 와서 그냥 버렸어요...	neg
디자인도 색상도 예쁘고 고급져 보이는게 맘에 들어요~~^^	pos
빠른 배송 감사합니다!!	pos
독도의 물 무향에 끈적임도 없는 순한 토너입니다~	pos
쓸만합니다	pos
매우 빠르고 좋다는 거 최고	pos
마음에 들어요.  민감성 피부인데 자극 없고 순해요. 무향이고 양도 넉넉하고 가격도 저렴하고. 근데 이거 하나로 보습하기는 부족해요.	pos
상당히 괜찮습니다~~~~~~^^	pos
[필독!!!]지난 11월2일 주문했습니다. 주문 당시 분명히 포토후기 작성시 A마우스 증정이라고 공지했습니다. 그런데 지금껏 본사와 협의중이라고 회피하다가 제가 계속 문의글 올리니 오늘에서야 본사에서 지원안한다는 공문이 내려와 못준다고 공문도 안하고 문의글에 답변만 달았네요. 이 제품 구입하시는 분들 주의하세요. 백팩도 본사 협의 후 일방적으로 안줄 수 있습니다. ==================================주문하고 아주 늦게 받았네요 ㅠㅠ개봉하는  순간 와 너무 이쁜 노트북이 짱!!진짜 사이즈는 13인치인데 액정은 14인치이네요.거기다 알루미늄 바디라 고급스럽습니다. 윈도우 설치시 기존 USB가 인식이 안되어서 다시 USB 만들어서 힘들게 설치했네요. ㅠㅠ 그리고 팀을 드리자면 드라이버는 ASUS홈페이지에서 다운받지 마시고 네x버에서 MyAsus 검색해서 설치하시면 좀 더 쉽습니다. 세일기간에 슬림노트북 저렴하게 구입해서 너무 좋네요그런데 후기 혜택 Apoint 마우스 대신 무엇을 주나요?	neg
아직 사용전이라  후기는 어렵지만 성분이 좋아서 믿고 구매합니다	pos
그립감 정말 좋고 가벼워서 좋습니다	pos
부드럽게 잘 스며들어서 맘에 들어요.	pos
순하고 성분이좋다고해서 온가족이 씁니다	pos
이런 거지 같은 색퀴들ㅗㅗ택배비 6천 원? 정말 당했다. 제품 조금 싸게 유혹해서 택배비로 다 챠우네ㅗㅗ야마취ㅗㅗ	neg
묵직하고, 정확합니다.	pos
잘 받았습니다 좋아요 감사합니다 잘 받았습니다 좋아요 감사합니다 잘 받았습니다 좋아요 감사합니다 잘 받았습니다 좋아요 감사합니다	pos
산지 2주일 됐는데 벌써 단선됨 개구려 ㅡㅡ 돈 더주고 좋은거 사는게 나을듯 쓰레기를 샀네	neg
쓰기도전에 물건을 이런식으로배송받으면 기분좋으세요?박스를 던지고 밟은건지는모르겠지만배송을하기싫으시면 하지마시던가 이렇게 배송하는건무슨경우인가요?배송도느리고 박스도 상태저러고물건상태아직확인안해봤는데 벌써 쓰기싫어지네요	neg
잘 쓰고 있네요... 아주 만족합니다.	pos
늘 쓰는 제품~병원보다 싸게 샀어요~^^	pos
무지 시원해요 자꾸 손이 가네요	pos
버튼 잘 배치되어 빠르게 작업하기 좋습니다.	pos
여자 손인데 크기 잘 맞음.무선 마우스 중에서는 그래도 큰 편인 듯.무소음 마우스라고 적어놓은 다른 마우스도 사용해봤지만 그 제품보다 훨씬 조용함(그렇다고 소음이 완전히 1이진 않지만 도서관에서 충분히 사용가능)볼록해서 그립감 좋음	pos
6월 7일에 상품을 발송했다는데, 여태(6월 11일)까지 수령 못했음. 배송추적해보니 고척 2 cp(택배물 집 하자)에서 하루 이상 머물고, 다음날이라도 상품을 발송해야 하는데...  다신 11번가 이용 안 할 겁니다.  배송 빠른(주말이나 휴일에도 배송 가능) 쿠팡에서  쇼핑해야지. 11번가 &Cj대한통운   정말 짜증 가득이네.	neg
이거 쓰고 좁쌀같이 알레르기가 피부 전체에 올라와서 진짜 고생했어요 ㅠㅠ	neg
좋습니다만 제 손에는 맞지 않습니다.	pos
와이파이 핸드폰으론 유튜브 생방송 최고 화질로 잘 돌아가는데 노트북에선 난리 났음 환불하고 싶을 정도입니다에 이어팟 연결도 엄청 끊겨서 도무지 영상을 볼 수가 없습니다	neg
2달도 안 됐는데 2개 다망가짐 싼맛에 쓴다지만 그래도 이정도는좀...	neg
모터가 많이 약해졌어요 이번 건 새 건데도 전에 사용하던 제품 거의 수명 다할 때 상태와 같네요 교환 의뢰했더니 교환은 안되는지 as로 처리해 준다고 모터 바꿨다고 하는데 달라진 게 전혀 없이 아주 약하네요 바꿔도 약하다면 제품 품질이 많이 떨어졌다는 거겠죠?!몹시 실망이 되네요~ㅠ	neg
좋아요 ᄏᄏ	pos
토너도 끈적임이 없이 좋네요	pos
용량은 일단 만족합니다^^	pos
같이 주문한 다른 택배사보다 삼사일 더 걸림... 다음날 주문한  cj택배 쪽은  하루만에 옴... 결국 일주일 쯤 걸려서  결국 출국하느라 물건은 보지도 못했네요... 동네에 와도 삼일 이상 배송을 안해주더군요... 택배사에 전화하면 기사한테 다 나눠줬다는데 기사한테 전화하면 자기구역 아니라고 발뺌하더이다... 대체 내 택배는 어디로...? 창고에 찾아갔어야 하나 봅니다... 여행갈때 보조배터리 겸 선풍기 필요해서 일부러 두개 주문했는데..어차피 평소엔 보조배터리 젤 작은 걸로도 충분해서 이래저래 돈버렸네요	neg
기본적으로 dpi를 프로그램만 깔면 제 마음대로 설정할수있어서 좋네요!!	pos
세트로 사서 사용하는데 제 피부에는 보습효과가 없는 것 같아 요양을 조절해 보기도 하고 두 개를 한 번에 써보기도 하고 따로 써보기도 하는 데 효과는 잘 모르겠네요 ㅜㅜ	neg
무소음마우스  색깔이 고급스러운 레드에요~	pos
향도 그리 강하지 않고 산뜻한 느낌의 토너예요	pos
짝퉁이 온데다가 다른 싼 이어폰들이랑 별 차이가 없네요;;	neg
색상도 이쁘고 손 그립감도 좋습니다	pos
클릭 소리는 도서관에서 크게 문제 될 것 같지는 않네요.	pos
uv 포함하고 있어도 백탁 없이 투명합니다.	pos
잃어버릴때마다 항상 여기서 샀었는데 이번에 산 이어폰은 움직일때마다 한쪽이 들렸다 안들렸다해요.	neg
아니  필터 솜 추가한 게 안 왔다고요 네?	neg
진짜 쓰레기 한 3일도 안 썼는데 바로 고장 나서 버림	neg
제품은 개봉돼 서 왔고 전면 키보드 오른쪽 밑 엔터키 밑부분에 못으로 긁힌 흔적이 있습니다. 이것도 아수스 서비스 센터에 가서 불량 판정받아야 교환이나 환불이 된다네요. 왜 개봉된 것 왔느냐는 말에 그럴 리가 없다ㅜㅜ. 처음에 작동하자마자 엔드리스 os가 무언지 패스워드 입력하라고 나오고 화면은 깜빡이고 고장인 줄 알았지만 다행히 윈텐 설치 후 정상 동작하는 것 같다. 아직 사용시간 30분 정도만 했음. 이건 귀찮아서 그냥 사용하지만 다시는 구입을 안 할 것 같다. 리퍼 제품 구입한 기분이고... 서비스로 주는 마우스는 명백히 사용한 제품 바닥과 닫는 아래면은 실 흠집이 엄청나 있었다. 이것은 새 상품 보내주었다. 대원 직원분의 성의 있는 답변과 귀찮음 때문에 구입 결정한다만 다시는 구입을 안 할 것 같다.	neg
rgb랑 상세감도 설정하는 프로그램은 유트브 보고 해봐야겠습니다.	pos
저한테는 안 맞는 제품인지 트러블이 확 올라오더라고요ㅠ	neg
좋아요!!	pos
모니터에 당하고 또 당하는 ㅄ 같은 제 자신에게 화가나네요ㅎㅎ부팅도 ㅂㄱㄴ (한 2-3번 껐다 키면 os 재 설치해야 됨ㅋㅋㅋ) 스피커에서 찍찍 소리 나고 전원 버튼은 찍 눌러서 바로 켜지는 것도 아니고 다섯 번 정도 다양한 압력으로 도전해야 겨우 켜지고ㅋㅋㅋ이 걸 쓰라고 만든 것도 대단하다 근데 뭐 하드웨어적으로 문제없다 하니까 내가 별 수 있나 지금은 나한테 없으니까 인증 올립니다. 사기 전에 신중하게 고려하세요 이 세상에 가성비 노트북은 없습니다. 그냥 싼 건 그만한 이유가 있을 개 같아서 그냥 모니터도 싹 갈아야지 어휴	neg
향과 질감 제가 찾던 거에요	pos
피부에 너무 좋아 재구매하고 있어요 3개월째 사용하고 있는데 피부가 많이 좋아졌습니다~강추합니다	pos
시원하고 너무 좋아요 감사합니다	pos
배송도 빠르고 좋아요 편리합니다 좋아요  포장도 꼼꼼하게 잘 받았어요 잘 쓰고 있어요	pos
제가  지금 3개 다 충전 안되는 상태  그래서 여기서 파는 전용 충전기를  사서 충전하니 그래도 안됨 다른 규격에 맞는 충전기들도 대부분 안되고  선풍기사면 주는 충전선으로도 충전이 안됨 그냥  겁나 귀찮게 리셋 5시간 시켜라고 하는데?  누가 이딴 선풍기를 리셋시켜가며 씁니까?  타사 제품들 친구들 쓰는 거 보니 잘되네요 그냥 딴거 사세요 소비자분들.	neg
좋아요 빠르고 어머니가 좋아하시네요 그레이트 굿굿	pos
역시! 설화수~ ㅋㅋㅋ	pos
클릭소리도 안나요~	pos
제 손이 좀 큰데 사이즈에 딱 맞네요.	pos
피부에 자극이 없고 수분진정에 효과가 있는 것 같아요!	pos
사용 전인데 사용 후기가 좋아서 기대됩니다	pos
배송은 빠르네요. 그런데 마우스가 중간중간 자꾸 다른 곳으로 튑니다. 정품이었으면 as 신청해서 교환받았겠지만 벌크라 그마저 안되네요. 요즘 쪼들려서 싼 것 중에 평 좋은 제품 산 건데 이건 뭐... 버릴 수도 없고... 한동안은 어쩔 수 없이 그냥 대충 쓸려고요. 새로 사시는 분들, 몇천 원 아끼겠다고 벌크 사지 마세요. 제 꼴 납니다.	neg
정품 맞나요? 찜찜함~	neg
전자제품을 완충재도 없이 그냥 보내면 어떡합니까? 일단 이상은 없어 그냥 씁니다만, 그러다 큰일나요	neg
조금 무겁긴하지만 고급지네요	pos
촉촉해용 개촉	pos
디자인도 좋고 편리함	pos
계속 사용중인 토너. 매우 특별히 좋은지는 모르겠지만 트러블 없고 순하고 가격도 저렴해서 정착했습니다.	pos
마우스 버튼도 너무 가볍지 않아 편합니다.	pos
판매자님 잘못은 아니지만 흠집이 난 제품이 왔네요. 레노버 as로 바꿔주리라 기대하진 않습니다.	neg
소음은 생각보다 작고 바람은 기대했던것보다 약해요	neg
배송이 두 달 오래 걸렸어요.	neg
지금까지 사용한 마우스 중 최악 인식을 잘못함 제품을 뜯어서 반품 못하고 버렸음 이런 후기도 처음	neg
괜찮은 거 같아요 자극적이지도 않고	pos
제가 살 땐 분명 1+1이었는데 1개밖에 안 와서  받은 날 들어와서 보니 페이지 내용이 그냥 1개, 2개로 바뀌어있더군요.  할 말이 없네요. 이게 토소웅수준인가.크림도일주일써봤는데 모공수축의 효과는 정말 기대할 수 없습니다. 단지 묽은 수분크림일 뿐	neg
성분도 착하고 가격대도 착하고!	pos
이상 없이 잘됩니다 하나 더 사고 싶네요	pos
오호 통재라! 정품이란 말이 못내 아쉬운 품질.	neg
잘 도착했어요 감사합니다	pos
상품평을 입력해주세요(최소30자 이상)브리츠의 명성을 보고 제품을 구입 했지만 가격 대비 가성비는 별로입니다.	neg
LED불량 제품이 와서 교환진행하는데 서비스가 너무 형편없었습니다. 말귀도 잘 못알아들으시고.. 몇번을 신신당부했는데도 대답만 잘하고 제대로 해주시는건 하나도 없고..얼마나 신경쓰였던지 심지어 네이버 고객센터에 신고까지했다가.. '아 이렇게까지하면 안되겠구나..'싶어서 취소했다는..교환에 재구매까지 진행하고 있었는데 며칠을 엉뚱하게 대처하는 판매자님 덕분에이번 일로 며칠 신경쓰고 고생하다보니 리뷰작성도 하기 싫을정도였네요.교환진행중에 '네~네~' 대답만 잘해주던 판매자님에 혹해서선물용까지 재구매했던거지 다신 구매하고 싶지 않습니다.진절머리나네요..	neg
예전에 쓰던 노트북이 사양이 너무 낮아서 이번에는 좀 괜찮은 걸러 사려고 계속 고민하고 있었어요 매장에 가서도 보고 왔는데 가격이 너무 비싸서 ... 그 와중에 저렴한 가격에 딜이 떠서 고민 않고 바로 결제! 배송도 거의 바로 출고돼서 이틀 만에 받았어요 아직까지는 쓰는데 전혀 문제없고 역시 그램 예전에 쓰던 노트북이랑 비교하면 사양은 훨씬 높은데 무게는 정말 가벼워요 아주 좋습니다!	pos
싼게 비지떡 음질이 겁나 나쁨	neg
 노트북이 생각보다 가볍진 않아요~ 하지만 어차피 집에 놓고 쓸 거라 큰 상관은 없네요 윈도는 제가 깔 줄 알아서 금방 깔아서 쓰고 다른 프로그램도 잘 깔리네요~ 키스킨은 제가 좋아하는 재질이 아니라 ㅠ 좀 끈적거리는 재질? 키스킨은 다시 구매해야 할 듯요!  그렇지만 가성비 정말 짱짱 ㅎㅎㅎ  가성비 생각하면 이만한 제품 없을 것 같아요 잘 산 것 같아 만족합니다.	pos
아직 몇번 안써봤는데 확실히 3번정도 흡수시켜주면 수분감이 느껴지네요	pos
향도 진하지 않고  발림성도 좋아요.	pos
3일째 아침저녁으로 쓰고 있는데 좋아요	pos
사용감이나 향은 좋아요	pos
리마스터 상품이 안돼서 물어보니 무선 마우스를 준다더군요. 무선 마우스 리마스터보다 비싸다며 어쩌고 하더군요. 무선 마우스 받아보니 아 리마 승가 9천 원도 안 하는 것이었다는 큰 깨달음을 준 판매자분 감사합니다.	neg
기존에 대용량 다써서 추가구매했어요~	pos
주문변경안된다 발송했다더니  4-5일  걸린듯~~~   고객중심판매아니고  판매자중심~!!!	neg
기가바이트 신도림 쇼룸에서 노트북 수령해 왔습니다. 노트북 엄청 빠르고 3d 프로그램도 잘 돌아가고 좋습니다.	pos
ㅜㅜ배송이 느려요	neg
촉촉함이 오래 가더군요.	pos
잘 받았습니다^^아직 사용해 보진 않았지만 당연히 좋게 조^^^^잘 쓸게요 배송도 빠르고 좋아? j	pos
그다지 좋은지는 모르겠음ㅠ	neg
사자마자 마우스패드 한쪽이 눌려 저서 나오지 않는 불량인데 판매자는 교환해 줄 생각은 안 하고 LG A/S센터 가보라고 합디다. 물론 LG에서 처리해 주긴 했지만 처음부터 불량이면 제조사 가보라고 할 게 아니라 판매자가 적극 처리해 주었어야 한다고 봅니다.	neg
돈주고사기아까움	neg
세일해서 사봤는데 돈만 날림 ㅠㅠ 다 별로임 ㅠㅠ 흡수도 잘 안되고;;; 게다가 속 당김도 있고 다음날 아침에 일어나면 유분기마저 생겨서 좁쌀 남자.... 휴 ㅠㅠ돈아깝 ㅠㅠㅠ	neg
색상도 너무 예쁘고 너무 좋습니다	pos
정말 좋음  시원합니다	pos
성분이 좋아 얼굴에 자극이 없다고 해서 구매랬어요.	pos
저자극 같네요	pos
정착할듯더큰용량천미리짜리좀출시해주십시오	pos
그냥 무난 무난한 스킨인 듯 요	neg
순하면서도 천연추출물 위주라 부담이 없구요.	pos
그립감도너무좋고 엄지버튼 편리하네요	pos
냄새가 안나서 좋아요.	pos
항상 사용하는 보습제 좋은 가격에 구입했어요 정품 확인 잘했고 사용은 아직 전이에요 제조일자도 안내된 것보다 더 최근이라 좋아요 감사합니다 	pos
절때 사지마세요 마이크 사플 둘다 쓰레기	neg
감사합니다	neg
색상도 이쁘네요	pos
좋은 제품, 빠른 배송, 친절한 응대 감사합니다.	pos
거의 물같고 트러블은 전혀 없는듯합니다	pos
도대체 왜 튜브에서 이렇게 바낀거져?굉장히 불편합니다 휴대도 불편하고 쓰ㅡ	neg
이 판매자 사기꾼입니다 사은품 이벤트 걸고 보내준다고 해놓고 시간 지나면 문자로 소진되어 불가하다고 알립니다 다른 데서 사세요	neg
바람세기가 3단까지있는데 끝까지다틀어도 바람이넘 약해요	neg
너무 느려요 폰보다 느려 요인 강보려고 샀는데 버퍼링 땜에 볼 수가 없어요	neg
비싸요 진짜 돈 값 못하네요	neg
바를 때는 잘 모르겠어요 하지만 자고 일어나면 확실히 좋아져 있네요 뾰루지, 토들 거리던 거랑 건조한 것도 좋아졌고요 추워지면서 하이디 같던 볼도 원래로 돌아왔어요 재구 매도했는데 재구매해서 동생 준 건 사은품도 있던데....^^	pos
음.. 일단 월요일까지 기다려봤다가 전화한번 해봐야겠네용일단 마우스는 예쁘고 좋아요	pos
정말 밀리고 흡수가 안 됨	neg
피부민감한 글쓴이에게 평소에 매일발라도 피부에 자극적이지 않아 좋아요	pos
가격이 엄청 착하고 구성도 좋네요!	pos
절대 만족 정말 만족 새해 선물 대박 만족  감사합니다	pos
손사이즈는 f11중간입니다	pos
촉촉하고 피부가 매끄러워진 느낌!!	pos
어깨가 아파서 찾아보다가  구입했어요 주무르는 힘도 좋고 가격 대비 아주 좋아요 계속 애용하는 안마기 될 듯하네요 ~~	pos
자극없고 부드러워서 늘~~애용하고 잇어요~	pos
가격대비 조아요 !	pos
세상에나  쓸모가 없네요. 혹시나 했는데폰에 연결하면 소리도 안 나고 손으로 잭을 잡고 있으면 잠깐 나왔다가 전혀 사용할 수 없어요 비닐을 뜯은 상태라 헛돈 썼네요ㆍ 다른 것 좋은 것 사야겠어요. 어이가 없어 웃음만 나네요.ㅋㅋ	neg
건조한 피부에 발랐는데 보습력도 좋아서 금방 부드러워지더라고요~~	pos
여자손에 잘맞는사이즈구요	pos
재구매의향 100%입니당	pos
그립감도 좋아서 사용도 너무 편하고 이쁩니다	pos
처음 삼성 Free Doss로 설치법이 어려웠지만 인터넷에서 보고 따라 했더니 이제는 아주 자연스럽게 윈도 부팅 USB로 설치합니다. 내가 원하는 프로그램을 사용할 수 있어서 너무 좋습니다.	pos
뭔가 드라마틱한 효과는 아니지만 산뜻한데 촉촉하고 끈적임 전혀 없고 깨끗한 느낌이에요	pos
한 통 다 써보긴 했는데 잘 모르겠습니다	neg
일단 적응하고 나면, 밤늦게 혼자 클릭직해도 아무도 모르고...	pos
클릭이 엄청 부드러움	pos
사용할때 순하고 자극이 앖었어요	pos
성분도순하고각질관리되는촉촉한토너라고해서사봤는데 좋은것같아요!	pos
만족스럽네요. 가성비 마우스 추천	pos
가격이 너무너무 착해요	neg
몇 통 짼지 모르겠네요 잘 쓰고 있습니다	pos
마우스 선 때문에 걸리적거렸는데 이제 걱정 덜었네요 근데, 제품을 이상한 거 주셨네요~ 난 제품을 제값 주고 샀는데 하자가 있는 걸 보내주시고, 너무 하네요~후	neg
두드러기가 났습니다 ㅠㅠ	neg
그립감 좋고 크기는 큰편 그립감 좋고 크기는 큰편이고전력손실을 막기위해 미사용엔알아서 절전모드로 들어가네요.	pos
대칭 마우쓰만 쓰다와서 그런지 그립감 별로..그립감이 별로라기 보단 옆에 고무가 땀에 미끄러져 안정감 1도없다손땀 많음 절대 못쓰겠다	neg
감도 조절, 뒤로가기, 앞으로가기 등의 부가기능도 있어로 좋네요.	pos
